ResponseId,Predicted_Q48,Actual_Q48,LLM_Raw,MAE,RMSE,MAE_overall,RMSE_overall
R_3mmXCi1KgI7pwSo,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6Q8ZNT94VjqdTQ5,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_1Rg7JIYFDnio097,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1rQst1ebdK6Ajct,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_3J4otxzBpByLUcI,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3W1nyHwMffqTNsZ,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_7fa8ZVpVq67stx6,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6u343MGLExSaN9L,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_5oYBYfQ3PF6qPQr,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_1h5nVyme6Oyp2sF,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_6flKD2UeqQmWoQ9,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3LkySlnaVAf7tNr,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3SPgCFDSPZr28zT,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6LPTtiuwvrOjcmB,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_60c47Sq4xANW7KF,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1UbSveZLmT7bGMh,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3cd8gkba7ArocmF,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_78xBg3ml1b3T1zX,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3EQrPrzpZXjHEF6,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_1CjlWUGh4v7dM4G,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1lFhEwL1kR48H9X,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1rHCyXtUPfhnXcz,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5fkt74XD5p8OuY1,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3eV9ea7NgDIVHW9,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1rYWnjmUBURJdpE,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6IsOV8nhWKTpoGt,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_7n1njmmp2G00xu9,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7fKc8ODwWlCpI4V,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_53gfYWomG4tXbir,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_1NE9xa4rgXo6klU,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5i3d5AW3mfZ0aVE,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1G6lqwxK8tr4bip,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_1zErUP3ST7dlrO1,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_5M7xwo6NY0Hn7ZT,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7ngnrlMu4kJouTT,2,3,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_7SWeez0su3vonER,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1Salyhg9ZP2aJMd,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1dEyY6lfRTe99zh,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1l9o7Uaq7uj8Zn4,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_7GyjOBUWEAcTuwk,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6TZfMwhc6zVj1Nc,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_61yJg2w67zf5yeY,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1fcH9CrU6KiGaAX,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_1gw2XpHR14H3XVG,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_3MG7TDrQRwqrcm5,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_7TUl0E4GPIsel41,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5rCUX98XQGp7T2C,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_19MNTsB0Lf50LHX,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5aVkVKZ40k4oP8N,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6f0lwbAY0mGZLk5,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7lz4FeSlnAOSEp7,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_3tygQjXuH1uD05j,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_5mkMReldR053taK,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1kFxyz3t4zcrSSX,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_31jdB1K7kidGwH1,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_129cZaDwhbUTD6R,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_13dpLjUpujDu59L,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3fclv3hiNTnawNE,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_52ssZtdVIVTUwYM,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_7wnVAyVNFKQ6tGs,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5IL9KS25LfezINe,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_7qylClutQUZaN4x,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_36e275vjr8mNUaJ,3,1,"{""star_rating"": 3}",2,2.0,0.589873417721519,0.7680321723219146
R_538T597Irjlx4Ax,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_190ORIxbby3qcSM,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1jfzUVsNvL2612B,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1ZhE3ZioFoxMVMZ,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5Yy3EPQH6AS9B0Z,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5ZI8WLaAevtxpGe,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_51IpjCXo6MP57ot,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3YnRT8g921UpetM,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6ToadOHQmbMEX3S,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_67W2gtpNeZud6VD,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_6kn6QFfTIs4dA0G,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7GQEgDTJbPqd9FC,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_6JlxTXPbwpFO4wV,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_342w4e75haG9SSN,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_78ZDySYs3JCqlGN,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_3gSnxfbQ6HJugYS,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_7Gv6IAX7EVVxhyF,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_1d032BEQX62HfVz,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6KlEMEJqvODm5G2,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_70e11zIyvpmCVVW,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6jqg2cBaahT3RFF,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7NmHGH6ozukFA3U,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_3Kx8fdJdSwx3iRp,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_3DqJvud0rtMID2S,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_5EsVLRc8qlXig1j,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_1zu6o9rXl8pxJNI,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6OOts6cmtpNTbc5,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3qxp93CS7B8PLg7,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3rMtNJ7jDiaPvzW,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7PLODc9zeG27ve9,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_6CJ6fO4O6t0vaDN,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_6fAZ3j0jOcDgyIA,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1dgzZkeJPnfgR7j,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6UY2HYQk7VAI6ar,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1ciOIQr1BtbQxEd,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7wMn19k66GTgVDb,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_7FlFKT3VAk95HcH,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6CweUOvO6j0ulYz,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7aXGPKZbg4GdKZD,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_541T1ciXcrTZug6,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_19OveLcs9JTNCed,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_78P4dAbpDjEQiOR,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_1MhAvKWpGol14kg,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_1IjeIvNbUGPdvLM,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_77BuV7zEQncrbTt,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_3HkGE3FFaj2CtPP,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5nrySGjmbehPmzD,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_6inlgFDSm4JnI3f,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6FS8zPaK7Khatoi,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_5JVkqDxM64f5Wyq,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3Pbtz7uT0VQCAmS,4,5,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_1LPvdARpEP1quvT,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_7kN8fiGvwcQadGp,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_38i8iV6zpZjzFnz,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7jTY93GKEZyv3dz,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7YtVdGfiYuqNr7r,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_63k9CM4QeQQ5PN2,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6DYF58EEqZEd0wk,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_3GlJR9W4NF4jQ76,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_3dzsqdOKOtPMnNa,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1GDqEbUxCW0yU8a,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_37s7c8kXxKE8n6f,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_51p5LgSEFPfjxjX,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7zAe3LotqzKNJpi,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_52gp6WKWf0ZGEQH,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3rGEkFBk9dZwXSx,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1k6Q3u8t7NJu7M0,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_5IS4qM1qwnpnVBY,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_3g7rFvLGANUwF1U,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5ltmx9DvBp6vV4h,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6imo6hqxJ255LPL,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7MGNV3NLhGvVkQQ,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_6Fh3gjRqXf5sm3o,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6M6QcD7umurZrCg,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_1fF8y1nGULP3yQV,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_2YLJrB51ZQba4mz,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_6oikqekEjRet9oQ,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6BmJ0T5Xs7L6sEz,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1iqhGrhovFtBfhy,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3OjD1k7zb0r44sI,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_5MJWlJM1IiyL2T6,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_3S7jbVBcIKyPd6y,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3NsLFhlECU3OKbF,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_6RxPOfRSdhKRlV8,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5KTpCQCQPcmNM3W,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_67Do22e2ZA7LsRW,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_7Scc8T0Q5tQvITs,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_5wvmrKjVVqSYxba,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_5MPWdVohtsqsZbl,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6PvzzweD8eS3aUB,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6YLfUjqBI3Jcwyt,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6DYSDyV28Qy3AyZ,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3I4DCd0YHVWnXWh,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_6ZD49X24ATKkT0k,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_6gnMiw4AmSP048e,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1aJLglE0klKdMkx,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_7rub8Fz4NsGfqRq,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_38HZpGeK0kqF2nv,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7qWDuBy41752bIT,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3rpsyjYFN6t8QhJ,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7h5RmsrIAWJlI0Y,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_6EPY5T534TJBCvw,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_5dGBTT2KRNPIgDG,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1hWsrfLDc4ojFIZ,5,5,"{""star_rating"": 5}",0,0.0,0.589873417721519,0.7680321723219146
R_3I66HAX44g2Pq2m,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_3Dl47zX9BTeEG9X,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_7dgJuKZMxmJ5lVM,5,1,"{""star_rating"": 5}",4,4.0,0.589873417721519,0.7680321723219146
R_1J7EphSTdUF0q7D,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_3KT3Vs34qNROKWq,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3jNk5WmSZt8BVQD,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_7nMnmlmIkvsZg7A,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5fjv1fubjAaJH92,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_3EAZRYRHc8eDYTE,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_1pGTLuQRrNj3VaY,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3MrMlGY9cvUyYHo,3,2,"{""star_rating"": 3}",1,1.0,0.589873417721519,0.7680321723219146
R_5BSdJasmxNJshi3,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6P2dIGOKXZdOZk3,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_31FNcAdMaVsL4Vb,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3z916GwJBhiaUF2,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_3XoFDC2JCy0ljbp,3,3,"{""star_rating"": 3}",0,0.0,0.589873417721519,0.7680321723219146
R_30ucVo6R6bQa3SR,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6opcj41g6ETTsZz,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_1qF1jU0tHQd2ozw,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_3uPx1DD5DnzwjWm,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_3nJjNSSD187Ar4m,3,3,"{""star_rating"": 3}",0,0.0,0.589873417721519,0.7680321723219146
R_5JexYBcEWEQdaNP,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_6J4xZVYvhwdxFSx,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_52K0rdSZzUn40Ls,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
R_5AhIp9ubK8KPS5X,1,2,"{""star_rating"": 1}",1,1.0,0.589873417721519,0.7680321723219146
R_6MxqAGD0QpyVviM,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3kuCzLpEVDuO1BX,4,4,"{""star_rating"": 4}",0,0.0,0.589873417721519,0.7680321723219146
R_5VOrWzdexP6tsbv,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5ljxPJAXPHhLVKh,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_7e9tMrSlcy3xQ1r,4,3,"{""star_rating"": 4}",1,1.0,0.589873417721519,0.7680321723219146
R_5EE8A2enVygCqbE,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3xIOSJ7Is2RRFXY,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7eaLbPk0X81Ygin,2,1,"{""star_rating"": 2}",1,1.0,0.589873417721519,0.7680321723219146
R_51ozZcJIZLa0tDV,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6oL295Wqbl4gloa,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_5PtoXa4yVadcZ3q,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_6sqUQGVyHsJ16yR,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_3t4Dzqr0yLzTGek,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_7QskxBifAewuDXL,1,1,"{""star_rating"": 1}",0,0.0,0.589873417721519,0.7680321723219146
R_5kAPnO1qLo3fYRa,4,2,"{""star_rating"": 4}",2,2.0,0.589873417721519,0.7680321723219146
R_3djl35sQ6Yd3QHR,2,2,"{""star_rating"": 2}",0,0.0,0.589873417721519,0.7680321723219146
R_3CPEBfywuovRoXg,5,3,"{""star_rating"": 5}",2,2.0,0.589873417721519,0.7680321723219146
R_3JVnK0mYhomgzqD,5,4,"{""star_rating"": 5}",1,1.0,0.589873417721519,0.7680321723219146
